"filename", "language", "C#", "XML", "GLSL", "comment", "blank", "total"
"/Users/bogz/Documents/sky-brigade/Horizon/Data/MaterialSerialiser/MaterialReader.cs", "C#", -8, 0, 0, 0, -2, -10
"/Users/bogz/Documents/sky-brigade/Horizon/Data/PrimitiveGenerator.cs", "C#", -7, 0, 0, 0, -1, -8
"/Users/bogz/Documents/sky-brigade/Horizon/Data/Vertex.cs", "C#", -21, 0, 0, -36, -8, -65
"/Users/bogz/Documents/sky-brigade/Horizon/Debugging/Debuggers/DebuggerComponent.cs", "C#", -18, 0, 0, 0, -6, -24
"/Users/bogz/Documents/sky-brigade/Horizon/Debugging/Debuggers/DockedGameContainerDebugger.cs", "C#", -28, 0, 0, 0, -6, -34
"/Users/bogz/Documents/sky-brigade/Horizon/Debugging/Debuggers/GeneralDebugger.cs", "C#", -127, 0, 0, 0, -28, -155
"/Users/bogz/Documents/sky-brigade/Horizon/Debugging/Debuggers/LoadedContentDebugger.cs", "C#", -78, 0, 0, -2, -20, -100
"/Users/bogz/Documents/sky-brigade/Horizon/Debugging/Debuggers/PerformanceProfilerDebugger.cs", "C#", -144, 0, 0, -5, -42, -191
"/Users/bogz/Documents/sky-brigade/Horizon/Debugging/Debuggers/RenderOptionsDebugger.cs", "C#", -51, 0, 0, -4, -14, -69
"/Users/bogz/Documents/sky-brigade/Horizon/Debugging/Debuggers/SceneEntityDebugger.cs", "C#", -362, 0, 0, -2, -68, -432
"/Users/bogz/Documents/sky-brigade/Horizon/Debugging/SkylineDebugger.cs", "C#", -73, 0, 0, 0, -10, -83
"/Users/bogz/Documents/sky-brigade/Horizon/Dialogs/FileItem.cs", "C#", -2, 0, 0, 0, -1, -3
"/Users/bogz/Documents/sky-brigade/Horizon/Dialogs/FileItemType.cs", "C#", -6, 0, 0, 0, -1, -7
"/Users/bogz/Documents/sky-brigade/Horizon/Dialogs/OpenFileDialog.cs", "C#", -119, 0, 0, -41, -24, -184
"/Users/bogz/Documents/sky-brigade/Horizon/Extentions/Box2DDebugDrawCallback.cs", "C#", -175, 0, 0, -3, -50, -228
"/Users/bogz/Documents/sky-brigade/Horizon/Extentions/StreamExtentions.cs", "C#", -15, 0, 0, 0, -2, -17
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Components/CameraComponent.cs", "C#", -48, 0, 0, -22, -19, -89
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Components/CustomBehaviourComponent.cs", "C#", -24, 0, 0, 0, -9, -33
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Components/IGameComponent.cs", "C#", -12, 0, 0, -21, -5, -38
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Components/MeshRendererComponent.cs", "C#", -23, 0, 0, -1, -5, -29
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Components/Physics2D/Box2DBody.cs", "C#", -29, 0, 0, 0, -7, -36
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Components/Physics2D/Box2DWorldComponent.cs", "C#", -21, 0, 0, 0, -6, -27
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Components/TransformComponent.cs", "C#", -53, 0, 0, -51, -17, -121
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Components/TransformComponent2D.cs", "C#", -47, 0, 0, -47, -15, -109
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Entity.cs", "C#", -103, 0, 0, -84, -33, -220
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/GameObject.cs", "C#", -22, 0, 0, -26, -10, -58
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/IEntity.cs", "C#", -23, 0, 0, 0, -5, -28
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/RequiresComponentAttribute.cs", "C#", -10, 0, 0, -29, -2, -41
"/Users/bogz/Documents/sky-brigade/Horizon/GameInstanceParameters.cs", "C#", -15, 0, 0, 0, -2, -17
"/Users/bogz/Documents/sky-brigade/Horizon/GameManager.cs", "C#", -237, 0, 0, -79, -71, -387
"/Users/bogz/Documents/sky-brigade/Horizon/GameScreenManager.cs", "C#", -62, 0, 0, -19, -18, -99
"/Users/bogz/Documents/sky-brigade/Horizon/Horizon.csproj", "XML", 0, -195, 0, 0, -4, -199
"/Users/bogz/Documents/sky-brigade/Horizon/Input/Components/JoystickInputManager.cs", "C#", -55, 0, 0, -32, -13, -100
"/Users/bogz/Documents/sky-brigade/Horizon/Input/Components/KeyboardInputManager.cs", "C#", -59, 0, 0, -32, -16, -107
"/Users/bogz/Documents/sky-brigade/Horizon/Input/Components/MouseInputManager.cs", "C#", -52, 0, 0, -29, -14, -95
"/Users/bogz/Documents/sky-brigade/Horizon/Input/InputManager.cs", "C#", -40, 0, 0, -35, -17, -92
"/Users/bogz/Documents/sky-brigade/Horizon/Input/JoystickBindings.cs", "C#", -16, 0, 0, -9, -1, -26
"/Users/bogz/Documents/sky-brigade/Horizon/Input/JoystickButton.cs", "C#", -23, 0, 0, -3, 0, -26
"/Users/bogz/Documents/sky-brigade/Horizon/Input/JoystickData.cs", "C#", -17, 0, 0, -18, -5, -40
"/Users/bogz/Documents/sky-brigade/Horizon/Input/KeyboardBindings.cs", "C#", -16, 0, 0, -9, -2, -27
"/Users/bogz/Documents/sky-brigade/Horizon/Input/KeyboardData.cs", "C#", -10, 0, 0, -12, -3, -25
"/Users/bogz/Documents/sky-brigade/Horizon/Input/MouseBindings.cs", "C#", -16, 0, 0, -9, -2, -27
"/Users/bogz/Documents/sky-brigade/Horizon/Input/MouseData.cs", "C#", -9, 0, 0, -9, -2, -20
"/Users/bogz/Documents/sky-brigade/Horizon/Input/VirtualAction.cs", "C#", -17, 0, 0, -3, -3, -23
"/Users/bogz/Documents/sky-brigade/Horizon/Input/VirtualController.cs", "C#", -11, 0, 0, -12, -4, -27
"/Users/bogz/Documents/sky-brigade/Horizon/Logging/LogLevel.cs", "C#", -9, 0, 0, -1, -1, -11
"/Users/bogz/Documents/sky-brigade/Horizon/Logging/LogOutput.cs", "C#", -7, 0, 0, 0, -1, -8
"/Users/bogz/Documents/sky-brigade/Horizon/Logging/Logger.cs", "C#", -108, 0, 0, -19, -18, -145
"/Users/bogz/Documents/sky-brigade/Horizon/MathHelper.cs", "C#", -14, 0, 0, 0, -2, -16
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/BufferObject.cs", "C#", -37, 0, 0, -7, -9, -53
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/ComputeShader.cs", "C#", -50, 0, 0, -5, -11, -66
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/FrameBufferManager.cs", "C#", -18, 0, 0, 0, -3, -21
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/FrameBufferObject.cs", "C#", -109, 0, 0, -15, -34, -158
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/Shader.cs", "C#", -147, 0, 0, -16, -41, -204
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/Texture.cs", "C#", -110, 0, 0, -15, -27, -152
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/UniformBufferObject.cs", "C#", -61, 0, 0, -1, -12, -74
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/VertexArrayObject.cs", "C#", -42, 0, 0, -14, -13, -69
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/VertexBufferObject.cs", "C#", -28, 0, 0, -20, -13, -61
"/Users/bogz/Documents/sky-brigade/Horizon/Primitives/IDrawable.cs", "C#", -6, 0, 0, -5, -2, -13
"/Users/bogz/Documents/sky-brigade/Horizon/Primitives/IUpdateable.cs", "C#", -5, 0, 0, -5, -1, -11
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/AdvancedMaterial.cs", "C#", -88, 0, 0, -41, -27, -156
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/AdvancedMaterialDescription.cs", "C#", -20, 0, 0, 0, -2, -22
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/BasicMaterial.cs", "C#", -37, 0, 0, -19, -14, -70
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/BasicMaterialDescription.cs", "C#", -21, 0, 0, 0, -2, -23
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Camera.cs", "C#", -46, 0, 0, -3, -16, -65
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/CubeMap.cs", "C#", -1, 0, 0, 0, 0, -1
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/CustomMaterial.cs", "C#", -18, 0, 0, 0, -3, -21
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/DebugRenderOptions.cs", "C#", -9, 0, 0, 0, -2, -11
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/DefferedRenderLayer.cs", "C#", -10, 0, 0, 0, -2, -12
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Effects/BasicEffect.cs", "C#", -17, 0, 0, 0, -3, -20
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Effects/Components/ShaderComponent.cs", "C#", -36, 0, 0, 0, -8, -44
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Effects/Effect.cs", "C#", -21, 0, 0, -18, -5, -44
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Effects/EffectStack.cs", "C#", -123, 0, 0, -8, -31, -162
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/EmptyMaterial.cs", "C#", -31, 0, 0, -1, -6, -38
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Material.cs", "C#", -14, 0, 0, 0, -4, -18
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/MaterialRenderOptions.cs", "C#", -13, 0, 0, 0, -1, -14
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Mesh.cs", "C#", -53, 0, 0, -49, -24, -126
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/MeshData.cs", "C#", -7, 0, 0, 0, -2, -9
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/MeshGenerators.cs", "C#", -101, 0, 0, -88, -35, -224
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/RenderOptions.cs", "C#", -25, 0, 0, -4, -9, -38
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/RenderRectangle.cs", "C#", -103, 0, 0, 0, -35, -138
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Shapes/Plane.cs", "C#", -40, 0, 0, -22, -10, -72
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Shapes/Terrain.cs", "C#", -19, 0, 0, 0, -4, -23
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/Components/SpriteBatchMeshComponent.cs", "C#", -92, 0, 0, -7, -29, -128
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/Data/Vertex2D.cs", "C#", -22, 0, 0, -22, -6, -50
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/Sprite.cs", "C#", -46, 0, 0, 0, -14, -60
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/SpriteAnimationDefinition.cs", "C#", -11, 0, 0, 0, -1, -12
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/SpriteBatch.cs", "C#", -66, 0, 0, 0, -18, -84
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/SpriteDefinition.cs", "C#", -9, 0, 0, 0, -1, -10
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/Spritesheet.cs", "C#", -77, 0, 0, -2, -18, -97
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/SpritesheetAnimationManager.cs", "C#", -68, 0, 0, 0, -16, -84
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Technique.cs", "C#", -42, 0, 0, -1, -10, -53
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/StaticTile.cs", "C#", -27, 0, 0, 0, -5, -32
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/Tile.cs", "C#", -73, 0, 0, -68, -24, -165
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileBox2DData.cs", "C#", -14, 0, 0, -3, -2, -19
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileMap.cs", "C#", -186, 0, 0, -69, -50, -305
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileMapChunk.cs", "C#", -162, 0, 0, -99, -49, -310
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileMesh.cs", "C#", -133, 0, 0, -4, -35, -172
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileRenderingData.cs", "C#", -16, 0, 0, 0, -3, -19
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileSet.cs", "C#", -69, 0, 0, -5, -14, -88
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TilemapChunkManager.cs", "C#", -71, 0, 0, -4, -16, -91
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TilemapRenderer.cs", "C#", -39, 0, 0, -1, -10, -50
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/UniformBufferManager.cs", "C#", -60, 0, 0, -10, -14, -84
"/Users/bogz/Documents/sky-brigade/Horizon/Scene.cs", "C#", -84, 0, 0, -23, -31, -138
"Total", "-", -5017, -125, -483, -1486, -1488, -8599
