"filename", "language", "C#", "GLSL", "Markdown", "XML", "YAML", "comment", "blank", "total"
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Components/TransformComponent.cs", "C#", 53, 0, 0, 0, 0, 51, 20, 124
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/Entity.cs", "C#", 99, 0, 0, 0, 0, 81, 33, 213
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/GameObject.cs", "C#", 23, 0, 0, 0, 0, 26, 11, 60
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/IEntity.cs", "C#", 15, 0, 0, 0, 0, 0, 4, 19
"/Users/bogz/Documents/sky-brigade/Horizon/GameEntity/RequiresComponentAttribute.cs", "C#", 16, 0, 0, 0, 0, 29, 4, 49
"/Users/bogz/Documents/sky-brigade/Horizon/GameInstanceParameters.cs", "C#", 15, 0, 0, 0, 0, 0, 2, 17
"/Users/bogz/Documents/sky-brigade/Horizon/GameManager.cs", "C#", 233, 0, 0, 0, 0, 75, 68, 376
"/Users/bogz/Documents/sky-brigade/Horizon/GameScreenManager.cs", "C#", 38, 0, 0, 0, 0, 19, 11, 68
"/Users/bogz/Documents/sky-brigade/Horizon/Horizon.csproj", "XML", 0, 0, 0, 179, 0, 0, 4, 183
"/Users/bogz/Documents/sky-brigade/Horizon/Input/Components/JoystickInputManager.cs", "C#", 56, 0, 0, 0, 0, 32, 14, 102
"/Users/bogz/Documents/sky-brigade/Horizon/Input/Components/KeyboardInputManager.cs", "C#", 59, 0, 0, 0, 0, 32, 17, 108
"/Users/bogz/Documents/sky-brigade/Horizon/Input/Components/MouseInputManager.cs", "C#", 53, 0, 0, 0, 0, 29, 15, 97
"/Users/bogz/Documents/sky-brigade/Horizon/Input/InputManager.cs", "C#", 43, 0, 0, 0, 0, 35, 19, 97
"/Users/bogz/Documents/sky-brigade/Horizon/Input/JoystickBindings.cs", "C#", 16, 0, 0, 0, 0, 9, 2, 27
"/Users/bogz/Documents/sky-brigade/Horizon/Input/JoystickButton.cs", "C#", 23, 0, 0, 0, 0, 3, 1, 27
"/Users/bogz/Documents/sky-brigade/Horizon/Input/JoystickData.cs", "C#", 17, 0, 0, 0, 0, 18, 6, 41
"/Users/bogz/Documents/sky-brigade/Horizon/Input/KeyboardBindings.cs", "C#", 17, 0, 0, 0, 0, 9, 3, 29
"/Users/bogz/Documents/sky-brigade/Horizon/Input/KeyboardData.cs", "C#", 10, 0, 0, 0, 0, 12, 4, 26
"/Users/bogz/Documents/sky-brigade/Horizon/Input/MouseBindings.cs", "C#", 17, 0, 0, 0, 0, 9, 3, 29
"/Users/bogz/Documents/sky-brigade/Horizon/Input/MouseData.cs", "C#", 9, 0, 0, 0, 0, 9, 3, 21
"/Users/bogz/Documents/sky-brigade/Horizon/Input/VirtualAction.cs", "C#", 17, 0, 0, 0, 0, 3, 4, 24
"/Users/bogz/Documents/sky-brigade/Horizon/Input/VirtualController.cs", "C#", 11, 0, 0, 0, 0, 12, 5, 28
"/Users/bogz/Documents/sky-brigade/Horizon/Logging/LogLevel.cs", "C#", 9, 0, 0, 0, 0, 1, 1, 11
"/Users/bogz/Documents/sky-brigade/Horizon/Logging/LogOutput.cs", "C#", 7, 0, 0, 0, 0, 0, 1, 8
"/Users/bogz/Documents/sky-brigade/Horizon/Logging/Logger.cs", "C#", 117, 0, 0, 0, 0, 19, 20, 156
"/Users/bogz/Documents/sky-brigade/Horizon/MathHelper.cs", "C#", 9, 0, 0, 0, 0, 0, 1, 10
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/BufferObject.cs", "C#", 37, 0, 0, 0, 0, 7, 9, 53
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/ComputeShader.cs", "C#", 51, 0, 0, 0, 0, 5, 14, 70
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/FrameBufferManager.cs", "C#", 18, 0, 0, 0, 0, 0, 4, 22
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/FrameBufferObject.cs", "C#", 111, 0, 0, 0, 0, 15, 36, 162
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/Shader.cs", "C#", 133, 0, 0, 0, 0, 16, 36, 185
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/Texture.cs", "C#", 93, 0, 0, 0, 0, 11, 23, 127
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/UniformBufferObject.cs", "C#", 63, 0, 0, 0, 0, 1, 12, 76
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/VertexArrayObject.cs", "C#", 43, 0, 0, 0, 0, 14, 13, 70
"/Users/bogz/Documents/sky-brigade/Horizon/OpenGL/VertexBufferObject.cs", "C#", 28, 0, 0, 0, 0, 20, 13, 61
"/Users/bogz/Documents/sky-brigade/Horizon/Primitives/IDrawable.cs", "C#", 6, 0, 0, 0, 0, 5, 2, 13
"/Users/bogz/Documents/sky-brigade/Horizon/Primitives/IUpdateable.cs", "C#", 5, 0, 0, 0, 0, 5, 1, 11
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/AdvancedMaterial.cs", "C#", 89, 0, 0, 0, 0, 41, 27, 157
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/AdvancedMaterialDescription.cs", "C#", 20, 0, 0, 0, 0, 0, 2, 22
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/BasicMaterial.cs", "C#", 39, 0, 0, 0, 0, 19, 14, 72
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/BasicMaterialDescription.cs", "C#", 21, 0, 0, 0, 0, 0, 2, 23
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Camera.cs", "C#", 40, 0, 0, 0, 0, 3, 13, 56
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/CubeMap.cs", "C#", 1, 0, 0, 0, 0, 0, 0, 1
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/CustomMaterial.cs", "C#", 19, 0, 0, 0, 0, 0, 4, 23
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/DebugRenderOptions.cs", "C#", 9, 0, 0, 0, 0, 0, 2, 11
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/DefferedRenderLayer.cs", "C#", 10, 0, 0, 0, 0, 0, 2, 12
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Effects/BasicEffect.cs", "C#", 18, 0, 0, 0, 0, 0, 8, 26
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Effects/Components/ShaderComponent.cs", "C#", 37, 0, 0, 0, 0, 0, 15, 52
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Effects/Effect.cs", "C#", 25, 0, 0, 0, 0, 18, 6, 49
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Effects/EffectStack.cs", "C#", 126, 0, 0, 0, 0, 8, 32, 166
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/EmptyMaterial.cs", "C#", 31, 0, 0, 0, 0, 1, 7, 39
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Material.cs", "C#", 15, 0, 0, 0, 0, 0, 3, 18
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/MaterialRenderOptions.cs", "C#", 13, 0, 0, 0, 0, 0, 1, 14
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Mesh.cs", "C#", 56, 0, 0, 0, 0, 49, 26, 131
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/MeshData.cs", "C#", 7, 0, 0, 0, 0, 0, 3, 10
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/MeshGenerators.cs", "C#", 102, 0, 0, 0, 0, 88, 38, 228
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/RenderOptions.cs", "C#", 25, 0, 0, 0, 0, 4, 7, 36
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/RenderRectangle.cs", "C#", 120, 0, 0, 0, 0, 0, 42, 162
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Shapes/Plane.cs", "C#", 42, 0, 0, 0, 0, 22, 10, 74
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Shapes/Terrain.cs", "C#", 20, 0, 0, 0, 0, 0, 7, 27
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/Components/SpriteBatchMeshComponent.cs", "C#", 97, 0, 0, 0, 0, 7, 32, 136
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/Data/Vertex2D.cs", "C#", 23, 0, 0, 0, 0, 22, 6, 51
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/Sprite.cs", "C#", 46, 0, 0, 0, 0, 0, 14, 60
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/SpriteAnimationDefinition.cs", "C#", 11, 0, 0, 0, 0, 0, 3, 14
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/SpriteBatch.cs", "C#", 85, 0, 0, 0, 0, 0, 21, 106
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/SpriteDefinition.cs", "C#", 9, 0, 0, 0, 0, 0, 3, 12
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/Spritesheet.cs", "C#", 77, 0, 0, 0, 0, 2, 20, 99
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Spriting/SpritesheetAnimationManager.cs", "C#", 71, 0, 0, 0, 0, 0, 16, 87
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Technique.cs", "C#", 46, 0, 0, 0, 0, 1, 13, 60
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/Tile.cs", "C#", 38, 0, 0, 0, 0, 0, 13, 51
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileMap.cs", "C#", 61, 0, 0, 0, 0, 8, 14, 83
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileMapChunk.cs", "C#", 89, 0, 0, 0, 0, 8, 22, 119
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileMesh.cs", "C#", 120, 0, 0, 0, 0, 4, 38, 162
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileRenderingData.cs", "C#", 9, 0, 0, 0, 0, 0, 3, 12
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TileSet.cs", "C#", 50, 0, 0, 0, 0, 1, 10, 61
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TilemapChunkManager.cs", "C#", 54, 0, 0, 0, 0, 8, 15, 77
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/Tiles/TilemapRenderer.cs", "C#", 47, 0, 0, 0, 0, 0, 11, 58
"/Users/bogz/Documents/sky-brigade/Horizon/Rendering/UniformBufferManager.cs", "C#", 53, 0, 0, 0, 0, 9, 13, 75
"/Users/bogz/Documents/sky-brigade/Horizon/Scene.cs", "C#", 89, 0, 0, 0, 0, 23, 32, 144
"/Users/bogz/Documents/sky-brigade/README.md", "Markdown", 0, 0, 8, 0, 0, 0, 4, 12
"/Users/bogz/Documents/sky-brigade/SkyBrigade.MaterialEditor/EditorMenuBar.cs", "C#", 28, 0, 0, 0, 0, 6, 8, 42
"/Users/bogz/Documents/sky-brigade/SkyBrigade.MaterialEditor/EditorMenuBarItem.cs", "C#", 7, 0, 0, 0, 0, 0, 1, 8
"/Users/bogz/Documents/sky-brigade/SkyBrigade.MaterialEditor/Program.cs", "C#", 122, 0, 0, 0, 0, 6, 31, 159
"/Users/bogz/Documents/sky-brigade/SkyBrigade.MaterialEditor/SkyBrigade.MaterialEditor.csproj", "XML", 0, 0, 0, 20, 0, 0, 2, 22
"/Users/bogz/Documents/sky-brigade/SkyBrigade/Assets/shaders/basic/basic.frag", "GLSL", 0, 8, 0, 0, 0, 0, 3, 11
"/Users/bogz/Documents/sky-brigade/SkyBrigade/Assets/shaders/basic/basic.vert", "GLSL", 0, 13, 0, 0, 0, 1, 5, 19
"/Users/bogz/Documents/sky-brigade/SkyBrigade/DemoGameScreen.cs", "C#", 75, 0, 0, 0, 0, 10, 22, 107
"/Users/bogz/Documents/sky-brigade/SkyBrigade/FlashingEffect.cs", "C#", 23, 0, 0, 0, 0, 4, 6, 33
"/Users/bogz/Documents/sky-brigade/SkyBrigade/Program.cs", "C#", 15, 0, 0, 0, 0, 0, 2, 17
"/Users/bogz/Documents/sky-brigade/SkyBrigade/SkyBrigade.csproj", "XML", 0, 0, 0, 47, 0, 0, 2, 49
"/Users/bogz/Documents/sky-brigade/VrekLang/Class1.cs", "C#", 161, 0, 0, 0, 0, 0, 19, 180
"Total", "-", 6381, 526, 8, 397, 58, 1298, 1937, 10605
